VOLKRAJ;KSTRANA;PORCISLO;JMENO;PRIJMENI;TITULPRED;TITULZA;VEK;POVOLANI;BYDLISTEN;BYDLISTEK;PSTRANA;NSTRANA;PLATNOST;POCHLASU;POCPROC;POCPROCVSE;MANDAT;PORADIMAND;PORADINAHR
1;5;22;"Vlastimil";"Neubauer";"";"";61;"øidiè";"Havlíèkùv Brod";568414;99;98;"A";0;0;0;"N";0;0
1;5;23;"Karel";"Kasperèík";"";"";68;"uèitel - angaovanı obèan";"Ostrava";4;99;98;"A";1;0;.2;"N";0;0
1;5;24;"Jaroslava";"Králíèková";"";"";50;"kvalitáøka";"Mezimìstí";574252;99;98;"A";0;0;0;"N";0;0
1;5;25;"Bronislava";"Zigová";"";"";58;"asistentka Èeského ombudsmana";"Nové Mìsto na Moravì";596230;99;98;"A";10;0;2.03;"N";0;0
1;5;26;"Pavel";"Stanìk";"";"";55;"expedient";"Pardubice";6;99;98;"A";0;0;0;"N";0;0
1;5;27;"Libuše";"Sklenièková";"";"";66;"angaovanı dùchodce";"Zliv";545341;99;98;"A";2;0;.4;"N";0;0
1;5;28;"Radomír";"Krè";"";"";50;"horník";"Ostrava";4;99;98;"A";4;0;.81;"N";0;0
1;5;29;"Edita";"Matysková";"";"";45;"mistr - vedoucí smìny";"Trutnov";579025;99;98;"A";3;0;.61;"N";0;0
1;5;30;"Vladimír";"Hutla";"";"";60;"pracovník investic";"Pardubice";6;99;98;"A";0;0;0;"N";0;0
1;5;31;"Vítìzslav";"Koranda";"";"";70;"dùchodce - angaovanı obèan";"Brno";3;99;98;"A";0;0;0;"N";0;0
1;5;32;"Josef";"Friedl";"";"";73;"kuchaø - angaovanı obèan";"Šumperk";523704;99;98;"A";1;0;.2;"N";0;0
1;5;33;"Vratislav";"Lipert";"";"";63;"dùchodce - angaovanı obèan";"Jablonec nad Nisou";563510;99;98;"A";0;0;0;"N";0;0
1;5;34;"Josef";"Putyra";"";"";67;"dùchodce";"Bøezová";560294;99;98;"A";0;0;0;"N";0;0
1;5;35;"Petr";"Pøistoupil";"";"";35;"zøizovatel a jednatel spolku";"Ústí nad Labem";5;99;98;"A";3;0;.61;"N";0;0
1;6;1;"Vít";"Hrnèiøík";"Mgr.";"Ph.D., LL.M.";37;"advokát, autor odbornıch publikací";"Praha";1;99;1184;"A";15;6.78;6.78;"N";0;0
1;6;2;"Jan";"Frydrın";"Ing.";"";34;"podnikatel ve stavebnictví";"Praha";1;99;1184;"A";14;6.33;6.33;"N";0;0
1;6;3;"Filip";"Bradáè";"";"";37;"podnikatel";"Praha";1;99;1184;"A";10;0;4.52;"N";0;0
1;6;4;"David";"Kratochvíl";"Ing.";"";37;"podnikatel v zemìdìlství";"Horní Cerekev";547913;1184;1184;"A";10;0;4.52;"N";0;0
1;6;5;"Bohdana";"Holá";"Ing.";"";42;"statistièka";"Praha";1;1184;1184;"A";12;5.42;5.42;"N";0;0
1;6;6;"Jakub";"Hnìdkovskı";"";"";32;"podnikatel, analytik";"Praha";1;1184;1184;"A";15;6.78;6.78;"N";0;0
1;7;1;"Jan";"Farskı";"Mgr.";"";38;"poslanec PSP ÈR, právník";"Semily";576964;166;166;"A";5269;17.04;17.04;"A";1;0
1;7;2;"Jan";"Lacina";"Mgr.";"";47;"zástupce star. MÈ Praha 6, producent, scénárista";"Praha";1;166;166;"A";1938;6.26;6.26;"N";0;2
1;7;3;"Oldøich";"Kuílek";"Ing. Mgr.";"";61;"expert na otevøenost veøejné správy, reisér";"Praha";1;99;166;"A";2086;6.74;6.74;"N";0;1
1;7;4;"Vladimír";"Balaš";"doc. JUDr.";"CSc.";58;"právník, vysokoškolskı pedagog";"Praha";1;166;166;"A";1177;0;3.8;"N";0;3
1;7;5;"Jana";"Plamínková";"RNDr.";"";58;"radní pro iv. pros., starostka MÈ Praha-Slivenec";"Praha";1;166;166;"A";1416;0;4.57;"N";0;4
1;7;6;"Jiøí";"Pelcl";"prof. ak. arch.";"dr. h. c.";67;"prorektor VŠUP, architekt, designér, pedagog";"Praha";1;99;166;"A";1158;0;3.74;"N";0;5
1;7;7;"Milada";"Voborská";"Mgr.";"";45;"starostka MÈ Praha-Satalice, editorka";"Praha";1;99;166;"A";771;0;2.49;"N";0;6
1;7;8;"Lukáš";"Zicha";"Mgr.";"";34;"zástupce starosty MÈ Praha 4";"Praha";1;166;166;"A";564;0;1.82;"N";0;7
1;7;9;"Zuzana";"Chlupáèová";"JUDr.";"";62;"právnièka, advokátka";"Praha";1;99;166;"A";306;0;.98;"N";0;8
1;7;10;"Tomáš";"Mikeska";"Ing.";"";69;"ekonom, zastupitel MÈ Praha 3";"Praha";1;166;166;"A";223;0;.72;"N";0;9
1;7;11;"Hana";"Moravcová";"";"";47;"starostka MÈ Praha 20, jednatelka spoleènosti";"Praha";1;166;166;"A";414;0;1.33;"N";0;10
1;7;12;"Miloš";"Rùièka";"Ing.";"";54;"starosta MÈ Praha-Ïáblice, praskı zastupitel";"Praha";1;166;166;"A";398;0;1.28;"N";0;11
1;7;13;"Petr";"Hlubuèek";"Ing.";"";43;"starosta MÈ Praha-Lysolaje, ekonom, podnikatel";"Praha";1;166;166;"A";468;0;1.51;"N";0;12
1;7;14;"Petr";"Hejma";"Ing.";"";48;"zastupitel MÈ Praha 1, ekonom, podnikatel";"Praha";1;166;166;"A";279;0;.9;"N";0;13
1;7;15;"Marta";"Koropecká";"JUDr.";"";69;"starostka MÈ Praha-Zlièín";"Praha";1;99;166;"A";188;0;.6;"N";0;14
1;7;16;"Petr";"Hejl";"Ing.";"";58;"starosta MÈ Praha-Suchdol, podnikatel";"Praha";1;99;166;"A";473;0;1.52;"N";0;15
1;7;17;"Vojtìch";"Zelenka";"";"";34;"zast. MÈ Praha 22,organizátor odbornıch konferencí";"Praha";1;166;166;"A";275;0;.88;"N";0;16
1;7;18;"David";"Smoljak";"";"";58;"zast. MÈ Praha-Vinoø, scenárista a publicista";"Praha";1;99;166;"A";946;0;3.05;"N";0;17
1;7;19;"Miroslav";"Malina";"";"";63;"starosta MÈ Praha-Dolní Chabry";"Praha";1;99;166;"A";141;0;.45;"N";0;18
1;7;20;"Iveta";"Borská";"MUDr.";"";53;"lékaøka, zastupitelka MÈ Praha 6";"Praha";1;99;166;"A";365;0;1.18;"N";0;19
1;7;21;"Viktor";"Komárek";"Ing.";"";53;"starosta MÈ Praha-Nebušice";"Praha";1;99;166;"A";184;0;.59;"N";0;20
1;7;22;"Petr";"Šedivı";"MUDr.";"";52;"lékaø, konzultant";"Praha";1;99;166;"A";134;0;.43;"N";0;21
1;7;23;"Tomáš";"Drdáckı";"Ing. arch.";"";44;"zástupce starosty MÈ Praha-Troja, architekt";"Praha";1;99;166;"A";330;0;1.06;"N";0;22
1;7;24;"Kateøina";"Arnotová";"Mgr.";"";43;"zastupitelka MÈ Praha-Èakovice, právnièka";"Praha";1;99;166;"A";439;0;1.41;"N";0;23
1;7;25;"Lenka";"Alinèová";"Ing.";"";58;"starostka MÈ Praha-Kunratice";"Praha";1;1042;166;"A";313;0;1.01;"N";0;24
1;7;26;"Antonín";"Klecanda";"Mgr. et Mgr.";"";36;"starosta MÈ Praha-Kolovraty, vysokoškol. uèitel";"Praha";1;99;166;"A";300;0;.97;"N";0;25
1;7;27;"Radka";"Soukupová";"Ing.";"";56;"zást. øeditele vládní Agentury pro soc.zaèleòování";"Praha";1;99;166;"A";103;0;.33;"N";0;26
1;7;28;"Ondøej";"Rùièka";"Ing.";"";38;"radní MÈ Praha 4";"Praha";1;166;166;"A";131;0;.42;"N";0;27
1;7;29;"Michal";"Biskup";"Ing.";"";45;"zástupce starosty MÈ Praha-Vinoø";"Praha";1;166;166;"A";104;0;.33;"N";0;28
1;7;30;"Libor";"Bezdìk";"Mgr. Ing.";"";47;"radní MÈ Praha 6, øed. Domu dìtí a mládee HMP";"Praha";1;99;166;"A";218;0;.7;"N";0;29
1;7;31;"Karel";"Koeluh";"Mgr.";"";41;"vedoucí správního odb. Národního technického muzea";"Praha";1;99;166;"A";128;0;.41;"N";0;30
1;7;32;"Jiøí";"Mašek";"RNDr.";"CSc.";60;"øeditel Støediska sociálních slueb Prahy 13";"Praha";1;99;166;"A";103;0;.33;"N";0;31
1;7;33;"Petr";"Karvánek";"Mgr.";"";58;"øeditel Základní školy Antonína Èermáka";"Praha";1;99;166;"A";120;0;.38;"N";0;32
1;7;34;"Vìra";"Dvoøáková";"PaedDr.";"";64;"pedagoka";"Praha";1;99;166;"A";95;0;.3;"N";0;33
1;7;35;"Tomáš";"Staøeckı";"Mgr.";"";55;"státní úøedník, hvìzdáø a zvoník";"Praha";1;99;166;"A";202;0;.65;"N";0;34
1;7;36;"Pavel";"Dobeš";"Mgr.";"";35;"øeditel GNSS Centra Excellence";"Praha";1;99;166;"A";268;0;.86;"N";0;35
1;8;1;"Marta";"Semelová";"Mgr.";"";57;"poslankynì Parlamentu Èeské republiky";"Praha";1;47;47;"A";2052;7.28;7.28;"N";0;2
1;8;2;"Jiøí";"Dolejš";"Ing.";"";56;"poslanec Parlamentu Èeské republiky";"Praha";1;47;47;"A";4124;14.64;14.64;"A";1;0
1;8;3;"Josef";"Skála";"PhDr.";"CSc.";65;"místopøedseda Ústøedního vıboru KSÈM";"Praha";1;47;47;"A";2631;9.34;9.34;"N";0;1
1;8;4;"Ivan";"Hrùza";"JUDr.";"";63;"podnikovı právník";"Praha";1;47;47;"A";1271;0;4.51;"N";0;3
1;8;5;"Petr";"Šimùnek";"";"";52;"1. místopøedseda Ústøedního vıboru KSÈM";"Praha";1;47;47;"A";1265;0;4.49;"N";0;4
1;8;6;"Milan";"Krajèa";"";"";34;"rodièovská dovolená";"Praha";1;47;47;"A";602;0;2.13;"N";0;5
1;8;7;"Lubomír";"Ledl";"JUDr.";"";65;"poradce ústavního èinitele";"Praha";1;74;47;"A";601;0;2.13;"N";0;6
1;8;8;"Miroslava";"Mouèková";"PhDr.";"";63;"novináøka a spisovatelka";"Praha";1;47;47;"A";600;0;2.13;"N";0;7
1;8;9;"Karel";"Skoupil";"";"";64;"krizovı manaer";"Praha";1;47;47;"A";103;0;.36;"N";0;8
1;8;10;"Jana";"Èunátová";"Ing.";"";72;"ekonomka";"Praha";1;47;47;"A";320;0;1.13;"N";0;9
1;8;11;"Jiøí";"Pìnèík";"";"";44;"obchodní zástupce";"Praha";1;47;47;"A";221;0;.78;"N";0;10
1;8;12;"Josef";"Gottwald";"";"";46;"pøedseda Obvodního vıboru KSÈM";"Nemojany";593397;47;47;"A";471;0;1.67;"N";0;11
1;8;13;"Vladislav";"Kopal";"";"";63;"jednatel obchodní spoleènosti";"Praha";1;47;47;"A";80;0;.28;"N";0;12
1;8;14;"Helena";"Briardová";"PhDr.";"";70;"novináøka";"Praha";1;47;47;"A";140;0;.49;"N";0;13
1;8;15;"Milan";"Macek";"RNDr.";"CSc.";60;"øeditel obchodní akademie";"Praha";1;47;47;"A";252;0;.89;"N";0;14
1;8;16;"Èestmír";"Kubát";"JUDr.";"CSc.";61;"advokát";"Praha";1;47;47;"A";396;0;1.4;"N";0;15
1;8;17;"Marcela";"Fraòková";"";"";55;"referentka právních èinností";"Praha";1;47;47;"A";212;0;.75;"N";0;16
1;8;18;"Pavel";"Ambro";"";"";59;"odbornı referent Èeské správy soc. zabezpeèení";"Praha";1;47;47;"A";330;0;1.17;"N";0;17
1;8;19;"Lukáš";"Vrobel";"";"";29;"dispeèer dopravy";"Úvaly";538957;47;47;"A";528;0;1.87;"N";0;18
1;8;20;"Jiøina";"Køíková";"Bc.";"";52;"speciální pedagoka";"Praha";1;47;47;"A";210;0;.74;"N";0;19
1;8;21;"Vladimír";"Chaloupka";"Ing.";"";59;"pracovník advokátní kanceláøe";"Praha";1;47;47;"A";96;0;.34;"N";0;20
1;8;22;"Pavel";"Franìk";"Ing.";"";71;"specialista v oblasti cestovního ruchu";"Praha";1;47;47;"A";52;0;.18;"N";0;21
1;8;23;"Rudolf";"Roub";"PhDr.";"";68;"psycholog";"Praha";1;47;47;"A";65;0;.23;"N";0;22
1;8;24;"Jiøí";"Horák";"PhDr.";"CSc.";64;"vedoucí oddìlení";"Praha";1;47;47;"A";116;0;.41;"N";0;23
1;8;25;"Jiøí";"Hudeèek";"prof. RNDr.";"CSc.";63;"univerzitní profesor";"Praha";1;74;47;"A";340;0;1.2;"N";0;24
1;8;26;"Jaroslav";"Kvapil";"Bc.";"DiS.";39;"uèitel";"Vysoké Mıto";581186;47;47;"A";331;0;1.17;"N";0;25
1;8;27;"Jaromír";"Petelík";"Mgr.";"";34;"osoba samostatnì vıdìleènì èinná";"Praha";1;47;47;"A";232;0;.82;"N";0;26
1;8;28;"Even";"Smrkovskı";"Ing.";"CSc.";73;"technolog";"Praha";1;99;47;"A";112;0;.39;"N";0;27
1;8;29;"Luboš";"Petøíèek";"";"DiS.";28;"pivovarskı dìlník";"Praha";1;47;47;"A";420;0;1.49;"N";0;28
1;8;30;"Milan";"Neubert";"RNDr.";"Ph.D.";62;"fyzik";"Praha";1;74;47;"A";190;0;.67;"N";0;29
1;8;31;"Pavlína";"Dunovská";"Bc.";"";27;"mateøská dovolená";"Praha";1;47;47;"A";356;0;1.26;"N";0;30
1;8;32;"Robert";"Kvacskai";"";"";39;"administrátor webovıch stránek";"Praha";1;47;47;"A";131;0;.46;"N";0;31
1;8;33;"Vladimír";"Roškot";"Ing.";"";67;"podnikatel";"Praha";1;47;47;"A";51;0;.18;"N";0;32
1;8;34;"Vìra";"eulková";"PhDr.";"";57;"analytièka";"Praha";1;47;47;"A";115;0;.4;"N";0;33
1;8;35;"Jan";"Zeman";"Ing.";"CSc.";61;"ekolog";"Praha";1;47;47;"A";111;0;.39;"N";0;34
1;8;36;"Daniel";"Vacek";"Mgr.";"";39;"støedoškolskı pedagog";"Praha";1;47;47;"A";359;0;1.27;"N";0;35
1;9;1;"Matìj";"Stropnickı";"PhDr.";"";34;"novináø, pøedseda Zelenıch, zast. HMP a Prahy 3";"Praha";1;5;5;"A";3010;20.49;20.49;"N";0;0
1;9;2;"Lucia";"Zachariášová";"JUDr.";"";35;"právnièka, zastupitelka Prahy 3";"Praha";1;5;5;"A";1401;9.53;9.53;"N";0;0
1;9;3;"Petr";"Kutílek";"";"M.A., M.S.";41;"VŠ uèitel, zastup. Prahy 4, místopøedseda Zelenıch";"Praha";1;5;5;"A";737;5.01;5.01;"N";0;0
1;9;4;"Milena";"Bartlová";"prof. PhDr.";"CSc.";59;"historièka umìní, vysokoškolská pedagoka";"Praha";1;99;5;"A";1581;10.76;10.76;"N";0;0
1;9;5;"František";"Voseckı";"";"";30;"radní MÈ Praha 7 pro zdrav., podnikání a sport";"Praha";1;5;5;"A";478;0;3.25;"N";0;0
1;9;6;"Tatiana";"Konrádová";"Bc.";"";31;"manaerka sociálního podniku, zastupitelka Prahy 5";"Praha";1;5;5;"A";383;0;2.6;"N";0;0
1;9;7;"Vladimír";"Šraier";"Ing.";"MBA";55;"fin. expert, zastup. Prahy 6, zakl. Holiday World";"Praha";1;5;5;"A";328;0;2.23;"N";0;0
1;9;8;"Petra";"Jelínková";"Bc.";"";35;"pøekladatelka a tlumoènice";"Praha";1;5;5;"A";326;0;2.21;"N";0;0
1;9;9;"Ondøej";"Mirovskı";"Mgr.";"M.EM";38;"zástupce starosty Prahy 7, zastupitel hl. m. Prahy";"Praha";1;5;5;"A";695;0;4.73;"N";0;0
1;9;10;"Ivana";"Königsmarková";"";"";64;"porodní asistentka";"Praha";1;99;5;"A";726;0;4.94;"N";0;0
1;9;11;"Petr";"Vilgus";"MgA.";"";43;"zástupce starosty MÈ Praha 8";"Praha";1;5;5;"A";155;0;1.05;"N";0;0
1;9;12;"Veronika";"Šmausová";"Mgr. BcA.";"";31;"uèitelka, OSVÈ";"Praha";1;5;5;"A";152;0;1.03;"N";0;0
1;9;13;"David";"Tišer";"Bc.";"";32;"reisér a romista";"Praha";1;5;5;"A";253;0;1.72;"N";0;0
1;9;14;"Petra";"Kolínská";"Mgr.";"";42;"radní pro územní rozvoj hl. m. Prahy";"Praha";1;5;5;"A";741;5.04;5.04;"N";0;0
1;9;15;"Jan";"Bièovskı";"Mgr.";"Ph.D.";40;"vysokoškolskı uèitel";"Praha";1;99;5;"A";181;0;1.23;"N";0;0
1;9;16;"Karolína";"Brabcová";"Mgr.";"";42;"ekoloka, zastupitelka Prahy 6";"Praha";1;5;5;"A";305;0;2.07;"N";0;0
1;9;17;"Václav";"Losík";"Ing.";"Ph.D.";38;"statik staveb. konstrukcí, zastupitel Prahy 18";"Praha";1;5;5;"A";72;0;.49;"N";0;0
1;9;18;"Tereza";"Vandrovcová";"PhDr.";"Ph.D.";33;"vysokoškolská uèitelka";"Praha";1;5;5;"A";419;0;2.85;"N";0;0
1;9;19;"Vít";"Masare";"Mgr.";"";30;"projektovı koordinátor, døíve mluvèí Auto*Mat";"Praha";1;5;5;"A";480;0;3.26;"N";0;0
1;9;20;"Karolína";"Chloubová";"Mgr.";"";31;"koor. spolupráce projektù zamìøenıch na vzdìlávání";"Praha";1;5;5;"A";189;0;1.28;"N";0;0
1;9;21;"Luboš";"Fendrych";"Mgr.";"";30;"pracovník v oblasti bezpeènostního vızkumu";"Praha";1;5;5;"A";108;0;.73;"N";0;0
1;9;22;"Petra";"Rejchrtová";"Mgr.";"";48;"uèitelka, zastupitelka Prahy 4";"Praha";1;5;5;"A";108;0;.73;"N";0;0
1;9;23;"Milan";"Ducko";"";"";44;"zástupce starosty MÈ Praha 15";"Praha";1;5;5;"A";46;0;.31;"N";0;0
1;9;24;"Lucie";"Hradecká";"Mgr.";"";34;"úøednice, dobrovolnice v sociálních slubách";"Semily";576964;5;5;"A";177;0;1.2;"N";0;0
1;9;25;"Bohumil";"Èáp";"Mgr.";"";36;"odboráø";"Praha";1;5;5;"A";223;0;1.51;"N";0;0
1;9;26;"Zuzana";"Andreska";"Bc.";"";24;"studentka na rodièovské dovolené";"Praha";1;5;5;"A";145;0;.98;"N";0;0
1;9;27;"David";"Patras";"";"";23;"student Husitské teologické fakulty";"Praha";1;5;5;"A";84;0;.57;"N";0;0
1;9;28;"Sára";"Drahokoupil Vidímová";"Bc.";"";27;"politoloka a produkèní";"Praha";1;5;5;"A";185;0;1.25;"N";0;0
1;9;29;"Petr";"Pávek";"";"";28;"gay aktivista, mluvèí Mladıch zelenıch";"Praha";1;5;5;"A";230;0;1.56;"N";0;0
1;9;30;"Pavla";"Jenková";"Mgr.";"DiS.";31;"projektová manaerka Nadace Via";"Èervenı Kostelec";573965;5;5;"A";96;0;.65;"N";0;0
1;9;31;"Pavel";"Karous";"MgA.";"Ph.D.";38;"sochaø, pedagog";"Praha";1;5;5;"A";297;0;2.02;"N";0;0
1;9;32;"Anna";"Chválová";"Mgr.";"";40;"úøednice, asistentka místostarostky Prahy 4";"Praha";1;5;5;"A";68;0;.46;"N";0;0
1;9;33;"Pavel";"Plucnara";"";"";38;"poštovní doruèovatel";"Frıdek-Místek";598003;99;5;"A";23;0;.15;"N";0;0
1;9;34;"Michaela";"Trtíková Vojtková";"Mgr.";"";36;"socioloka a demografka";"Praha";1;5;5;"A";116;0;.78;"N";0;0
1;9;35;"Jiøí";"Hromada";"MgA.";"";59;"herec";"Praha";1;99;5;"A";164;0;1.11;"N";0;0
1;9;36;"Eva";"Vavroušková";"Ing.";"";77;"tajemnice neziskové organizace, v dùchodu";"Praha";1;5;5;"A";136;0;.92;"N";0;0
1;10;1;"Petr";"Hannig";"Mgr.";"";71;"hudeb.vydavatel a producent, pøedseda str. Rozumní";"Praha";1;137;137;"A";223;8.57;8.57;"N";0;0
1;10;2;"Jiøí";"Janeèek";"";"";43;"hoteliér";"Praha";1;99;137;"A";70;0;2.69;"N";0;0
1;10;3;"František";"Nìmec";"Mgr.";"";41;"podnikatel";"Praha";1;123;137;"A";74;0;2.84;"N";0;0
1;10;4;"Pavel";"Opl";"";"";46;"odborník na vnitøní bezpeènost";"Praha";1;99;137;"A";107;0;4.11;"N";0;0
1;10;5;"Jan";"Skácel";"Mgr.";"";83;"nezávislı publicista, pøedseda ÈHNJ";"Praha";1;123;137;"A";52;0;2;"N";0;0
1;10;6;"Silvia";"Weiszová";"";"";50;"OSVÈ";"Praha";1;137;137;"A";39;0;1.5;"N";0;0
1;10;7;"Ivan";"Èíla";"";"";65;"podnikatel";"Praha";1;137;137;"A";20;0;.76;"N";0;0
1;10;8;"Vladimír";"Štádler";"Ing.";"";59;"uèitel námoøní školy, lodní specialista, horolezec";"Praha";1;99;137;"A";51;0;1.96;"N";0;0
1;10;9;"Romana";"Frieselová";"";"";50;"bankovní úøednice";"Praha";1;79;137;"A";34;0;1.3;"N";0;0
1;10;10;"Vladimír";"Nìmec";"";"";69;"ivnostník";"Praha";1;137;137;"A";16;0;.61;"N";0;0
1;10;11;"Alena";"Široká";"Ing.";"";40;"ekonom";"Praha";1;99;137;"A";61;0;2.34;"N";0;0
1;10;12;"Josef";"Votruba";"";"";70;"osvìtlovaè";"Praha";1;99;137;"A";23;0;.88;"N";0;0
1;10;13;"Bronislava";"Fešarová";"";"";41;"ivnostník";"Praha";1;99;137;"A";17;0;.65;"N";0;0
1;10;14;"Michal";"Andìl";"";"";43;"kuchaø";"Praha";1;99;137;"A";41;0;1.57;"N";0;0
1;10;15;"Miloslav";"Kramnı";"MUDr.";"";59;"lékaø";"Praha";1;99;137;"A";54;0;2.07;"N";0;0
1;10;16;"Alena";"Munzarová";"";"";44;"asistentka top managementu";"Praha";1;99;137;"A";16;0;.61;"N";0;0
1;10;17;"Vìra";"Valterová";"JUDr.";"";70;"právník";"Praha";1;99;137;"A";34;0;1.3;"N";0;0
1;10;18;"Zdenìk";"Dıèka";"Ing.";"";55;"podnikatel";"Praha";1;123;137;"A";7;0;.26;"N";0;0
1;10;19;"Tomáš";"Kympl";"";"";42;"hudební skladatel";"Praha";1;99;137;"N";0;0;0;"N";0;0
1;10;20;"Jan";"Kobes";"Ing.";"";54;"strojní konstruktér, externí pracovník pojišovny";"Praha";1;99;137;"A";21;0;.8;"N";0;0
1;10;21;"Jan";"Kozák";"Mgr.";"";66;"nakladatel";"Praha";1;99;137;"A";15;0;.57;"N";0;0
1;10;22;"Adéla";"Kosuková";"";"";21;"dìlnice";"Praha";1;79;137;"A";61;0;2.34;"N";0;0
1;10;23;"Marie";"Bumbová";"";"";71;"dùchodkynì";"Praha";1;79;137;"A";21;0;.8;"N";0;0
1;10;24;"Erika";"Mošovská";"";"";39;"manaer dopravy";"Praha";1;99;137;"A";19;0;.73;"N";0;0
1;10;25;"Marcel";"Semeckı";"";"";55;"pracovník bezpeènostní agentury";"Praha";1;99;137;"A";16;0;.61;"N";0;0
1;10;26;"Milan";"Arnošt";"";"";62;"øidiè";"Praha";1;99;137;"A";18;0;.69;"N";0;0
1;10;27;"Eva";"Beladová";"";"";56;"pøedsedkynì sdruení majitelù bytù";"Praha";1;99;137;"A";5;0;.19;"N";0;0
1;10;28;"Miloš";"Sádeckı";"";"";53;"obchodní analytik";"Praha";1;99;137;"A";11;0;.42;"N";0;0
1;10;29;"Zdenek";"Èerešòa";"";"";64;"dùchodce";"Praha";1;99;137;"A";13;0;.5;"N";0;0
1;10;30;"Jarmila";"Sequensová";"";"";62;"knihaøka";"Praha";1;99;137;"A";11;0;.42;"N";0;0
1;10;31;"Michal";"Pipek";"";"";42;"podnikatel s informaèními technologiemi";"Praha";1;99;137;"A";16;0;.61;"N";0;0
1;10;32;"Vladislav";"Haffner";"Ing.";"";57;"pracovník v nebankovém sektoru";"Praha";1;99;137;"A";3;0;.11;"N";0;0
1;10;33;"Petra";"Bukvièová";"";"";53;"zlatnice";"Praha";1;99;137;"A";7;0;.26;"N";0;0
1;10;34;"Karel";"Halama";"";"";54;"systémovı inenır";"Praha";1;99;137;"A";5;0;.19;"N";0;0
1;10;35;"Jaroslav";"Novı";"";"";57;"OSVÈ";"Praha";1;99;137;"A";4;0;.15;"N";0;0
1;10;36;"Pavel";"Dryák";"";"";55;"dìlník";"Praha";1;99;137;"A";15;0;.57;"N";0;0
1;11;1;"Tomáš";"Krèma";"Ing.";"Ph.D.";35;"projektant";"Praha";1;1041;1041;"A";29;6.62;6.62;"N";0;0
1;11;2;"Lenka";"Vanèatová";"JUDr.";"";58;"právnièka";"Praha";1;99;1041;"A";25;5.7;5.7;"N";0;0
1;11;3;"Michal";"Šanda";"";"";51;"básník, spisovatel";"Praha";1;99;1041;"A";17;0;3.88;"N";0;0
1;11;4;"Sára";"Saudková";"";"";50;"umìlecká fotografka, spisovatelka";"Praha";1;99;1041;"A";29;6.62;6.62;"N";0;0
1;11;5;"Jiøí";"Chytil";"Ing.";"";65;"dùchodce";"Praha";1;99;1041;"A";2;0;.45;"N";0;0
1;11;6;"Lucie";"Kaletová";"";"";52;"spisovatelka";"Praha";1;99;1041;"A";8;0;1.82;"N";0;0
1;11;7;"Slavomil";"Janov";"Mgr.";"";59;"novináø, zakladatel Akademie Jaroslava Foglara";"Praha";1;99;1041;"A";17;0;3.88;"N";0;0
1;11;8;"Jiøí";"Hurdálek";"";"";52;"vydavatel èasopisu Prokopák";"Praha";1;1041;1041;"A";34;7.76;7.76;"N";0;0
1;11;9;"Zdeòka";"Hodináøová";"Ing.";"";65;"technolog vody, dùchodce";"Praha";1;99;1041;"A";15;0;3.42;"N";0;0
1;11;10;"Lucie";"Metelková";"";"";40;"podnikatelka";"Praha";1;99;1041;"A";3;0;.68;"N";0;0
1;11;11;"Viktor";"Škaroupka";"BcA.";"DiS.";38;"specialista informaèních technologií";"Praha";1;99;1041;"A";7;0;1.59;"N";0;0
1;11;12;"Roman";"Kánskı";"";"";51;"grafik";"Praha";1;99;1041;"A";4;0;.91;"N";0;0
1;12;1;"Petr";"Mach";"Ing.";"Ph.D.";42;"vysokoškolskı uèitel, pøedseda strany";"Praha";1;714;714;"A";2811;21.86;21.86;"N";0;0
1;12;2;"Jiøí";"Kubíèek";"Ing.";"";37;"podnikatel, místopøedseda strany";"Praha";1;714;714;"A";498;0;3.87;"N";0;0
1;12;3;"Mojmír";"Mikuláš";"Ing.";"";49;"zastupitel MÈ Praha 3, stavební technik";"Praha";1;714;714;"A";370;0;2.87;"N";0;0
1;12;4;"Radim";"Smetka";"";"";29;"programátor, místopøedseda strany";"Praha";1;714;714;"A";481;0;3.74;"N";0;0
1;12;5;"Alois";"Seèkár";"Ing.";"";29;"programátor, rozhodèí baseballu a softballu";"Praha";1;714;714;"A";282;0;2.19;"N";0;0
1;12;6;"Martin";"Halama";"Ing.";"";43;"zastupitel MÈ Praha 18, ivnostník";"Praha";1;714;714;"A";116;0;.9;"N";0;0
1;12;7;"Radovan";"Koutskı";"";"";59;"manaer, zastupitel MÈ Praha 22 Uhøínìves";"Praha";1;714;714;"A";102;0;.79;"N";0;0
1;12;8;"Tomáš";"Štampach";"Bc.";"";33;"zastupitel MÈ Praha 3, odbornı referent";"Praha";1;714;714;"A";105;0;.81;"N";0;0
1;12;9;"Petr";"Miškovskı";"Ing.";"";26;"stavební projektant, OSVÈ";"Praha";1;714;714;"A";126;0;.98;"N";0;0
1;12;10;"Jaroslav";"Jeníèek";"MUDr.";"CSc.";52;"lékaø";"Praha";1;714;714;"A";199;0;1.54;"N";0;0
1;12;11;"Alice";"Hejdová";"";"";44;"asistentka ve stavební firmì";"Praha";1;714;714;"A";98;0;.76;"N";0;0
1;12;12;"Zdislav";"Rùièka";"";"";67;"kartograf";"Praha";1;714;714;"A";49;0;.38;"N";0;0
1;12;13;"Igor";"Bogdanov";"Ing.";"";30;"obchodní specialista";"Praha";1;714;714;"A";66;0;.51;"N";0;0
1;12;14;"David";"Král";"Bc.";"";29;"úøedník";"Praha";1;714;714;"A";40;0;.31;"N";0;0
