row_id,first_name,last_name,titles,highest_titles,gender,approx_birth_year,occupation,residence,region,nominate_party,member_party,party,abs_votes,pct_votes,rank,mandate
1,Jan,Barták,JUDr.,Doctor,Male,1947,právník,Čelákovice,Středočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,125,0.22,-,44
2,Milan,Beneš,,No title,Male,1966,technik,Bělá pod Bezdězem,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,143,0.26,-,37
3,Miloš,Bláha,,No title,Male,1966,zaměstnanec ČD,Pečky,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,267,0.48,-,33
4,Antonín,Bradáč,,No title,Male,1956,zaměstnanec BA,Bečváry,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,115,0.21,-,49
5,Rudolf,Carvan,Bc.,Bachelor,Male,1956,státní zaměstnanec,Kladno,Středočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,96,0.17,-,54
6,Ivan,Cinka,Mgr.,Master,Male,1957,novinář,Benešov,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,680,1.24,*,10
7,Vilém,Čechák,Ing.,Master,Male,1940,dopravní technik,Olbramovice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,180,0.32,-,47
8,Tomáš,Červenka,,No title,Male,1969,autodopravce,Chlumín,Středočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,112,0.2,-,29
9,Jaroslava,Dolejší,,No title,Female,1947,úřednice,Slaný,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,116,0.21,-,60
10,Josef,Dovolil,Ing.,Master,Male,1957,podnikatel,Mladá Boleslav,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,550,1,-,13
11,Vladimír,Duník,,No title,Male,1957,mistr,Čelákovice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,158,0.28,-,40
12,Jiřina,Fialová,,No title,Female,1950,poslankyně,Vraňany,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1418,2.59,*,3
13,Bohumil,Franta,,No title,Male,1965,vedoucí obchodního střediska,Olbramovice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,123,0.22,-,34
14,Jan,Fryčer,,No title,Male,1964,bezpečnostní technik,Úvaly,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,70,0.12,-,35
15,Alena,Grospičová,,No title,Female,1957,dělnice,Mladá Boleslav,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1095,2,-,18
16,Alžběta,Hájková,,No title,Female,1961,úřednice,Kounice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,137,0.25,-,20
17,Zdeňka,Hajleková,Ing.,Master,Female,1959,lesní inženýrka,Brandýs nad Labem-Stará Boleslav,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,865,1.58,*,7
18,Josef,Hála,RSDr.,Doctor,Male,1953,starosta,Jince,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,594,1.08,-,31
19,Vladimír,Hermann,JUDr.,Doctor,Male,1948,právník,Kosmonosy,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,229,0.41,-,41
20,Josef,Hlaváček,,No title,Male,1967,ekonom,Milovice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,250,0.45,-,22
21,Jitka,Hnyková,,No title,Female,1972,prodavačka,Kutná Hora,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,300,0.54,-,32
22,Ondřej,Hofmann,,No title,Male,1985,vlakvedoucí,Rakovník,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,713,1.3,-,8
23,Hana,Horváthová,,No title,Female,1954,odborná referentka,Zruč nad Sázavou,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,337,0.61,-,2
24,Eva,Hroníková,,No title,Female,1955,prodavačka,Kladno,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,212,0.38,-,50
25,Pavel,Hubený,,No title,Male,1954,starosta,Hudlice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,820,1.5,*,5
26,Jiřina,Humlová,Mgr.,Master,Female,1958,právnička,Příbram,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1152,2.11,-,16
27,Drahoslav,Hyka,,No title,Male,1948,pilot,Obříství,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,208,0.38,-,42
28,Jaromír,Janík,,No title,Male,1958,dělník,Davle,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,344,0.63,-,12
29,Jaroslav,Jelínek,,No title,Male,1952,dělník- seřizovač,Sadská,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,131,0.23,-,52
30,Pavel,Jetenský,Ing.,Master,Male,1953,ekonom,Kostelec nad Černými Lesy,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,903,1.65,*,8
31,Jan,Klán,Bc.,Bachelor,Male,1983,student,Záboří nad Labem,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,397,0.72,-,6
32,Jana,Klasová,RSDr.,Doctor,Female,1946,podnikatelka,Slaný,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,546,1,-,10
33,Josef,Klement,,No title,Male,1980,zámečník,Nová Ves,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,463,0.84,-,19
34,Václav,Kohout,,No title,Male,1978,prodavač,Lysá nad Labem,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,229,0.41,-,27
35,Martina,Kostková,Mgr.,Master,Female,1979,právnička,Kladno,Středočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,638,1.16,-,15
36,Vladislav,Košnar,JUDr.,Doctor,Male,1953,právník,Tři Dvory,Středočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,434,0.79,-,9
37,Marie,Krejčová,,No title,Female,1958,politická pracovnice,Vlašim,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,317,0.58,-,7
38,Jan,Krško,Mgr.,Master,Male,1972,archivář,Lužná,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,555,1.01,-,3
39,Luboš,Kudrna,MVDr.,Doctor,Male,1961,veterinární lékař,Hostivice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1199,2.19,*,4
40,Július,Masár,,No title,Male,1948,politický pracovník,Čelákovice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,97,0.17,-,43
41,Zdeněk,Milata,Mgr.,Master,Male,1980,vychovatel,Milovice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1642,3,*,2
42,Vladimír,Moucha,Ing.,Master,Male,1955,ekonomický poradce,Kladno,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,341,0.62,-,36
43,Josef,Mrkvička,,No title,Male,1953,lisař,Žleby,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,88,0.16,-,56
44,Zuzana,Nekovářová,,No title,Female,1963,starostka,Všejany,Středočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,554,1.01,*,6
45,Kateřina,Pavlíková,,No title,Female,1974,dělnice,Nové Dvory,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,354,0.64,-,28
46,Ladislav,Peška,RNDr.,Doctor,Male,1958,ředitel CK,Slaný,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,707,1.29,-,1
47,Jana,Podaná,,No title,Female,1960,operátorka,Petrovice I,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,130,0.23,-,39
48,Vladimír,Pokorný,,No title,Male,1950,mistr výroby,Kladno,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,164,0.3,-,58
49,Ilona,Ryzáková,,No title,Female,1962,vedoucí objektu soc. služeb,Cerhenice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,129,0.23,-,38
50,Miloš,Sarauer,,No title,Male,1981,počítačový technik,Kolín,Středočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,364,0.66,-,17
51,Karel,Skála,,No title,Male,1942,konstruktér,Mladá Boleslav,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,708,1.29,-,26
52,Josef,Slavíček,,No title,Male,1951,starosta obce,Choťovice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,260,0.47,-,11
53,Bohumil,Spálenka,,No title,Male,1954,výpravčí ČD,Votice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,146,0.26,-,55
54,Jiří,Stejskal,RSDr.,Doctor,Male,1954,obchodní zástupce,Nymburk,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,132,0.24,-,51
55,Marie,Strejcová,,No title,Female,1949,úřednice,Beroun,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,157,0.28,-,59
56,Ladislav,Strnad,Doc. Ing. CSc.,Associate Professor (docent),Male,1942,VŠ učitel,Beroun,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,280,0.51,-,53
57,Tomáš,Suchý,Ing.,Master,Male,1968,učitel,Mladá Boleslav,Středočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,437,0.8,-,30
58,Jiří,Svoboda,RSDr.,Doctor,Male,1952,podnikatel,Příbram,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,902,1.65,*,9
59,Hana,Šedivá,,No title,Female,1978,úřednice,Vysoký Újezd,Středočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,118,0.21,-,21
60,Martin,Škorpík,Ing.,Master,Male,1962,stavební technik,Kolín,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,396,0.72,-,23
61,Zdeněk,Štefek,Ing.,Master,Male,1975,správce PC sítě,Buštěhrad,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,680,1.24,-,5
62,Dagmar,Truxová,Ing. CSc.,Doctor,Female,1945,odborná referentka,Roztoky,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,130,0.23,-,46
63,Pavlína,Urbanová,,No title,Female,1952,zootechnik,Ruda,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,159,0.29,-,57
64,Jindřiška,Václavů,JUDr.,Doctor,Female,1956,právník,Zásmuky,Středočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,207,0.37,-,24
65,Jan,Vašák,Prof. Ing. CSc.,Professor,Male,1946,vědecký pracovník,Kralupy nad Vltavou,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,306,0.56,-,45
66,Hana,Vojtová,Mgr.,Master,Female,1966,učitelka,Neratovice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,629,1.15,-,4
67,Luboš,Vokolek,,No title,Male,1963,pracovník logistiky,Budiměřice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,81,0.14,-,48
68,Josef,Vondrášek,Ing.,Master,Male,1950,starosta,Rožmitál pod Třemšínem,Středočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,2845,5.21,*,1
69,Vladislav,Zima,Ing.,Master,Male,1956,programátor- analytik,Kunice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,74,0.13,-,25
70,Ladislav,Žalud,Ing.,Master,Male,1941,chemik,Hořovice,Středočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,322,0.58,-,14
71,Vítězslava,Baborová,Mgr.,Master,Female,1954,učitelka,Radomyšl,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1361,4.18,*,2
72,Petr,Braný,RSDr.,Doctor,Male,1951,poslanec PS PČR,České Budějovice,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,2123,6.53,*,1
73,Jindřich,Bubeník,,No title,Male,1950,strojvedoucí,Chýnov,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,274,0.84,-,14
74,Jiří,Cigánek,Ing.,Master,Male,1956,lesník,Volary,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,237,0.72,-,37
75,Luboš,Dvořák,JUDr.,Doctor,Male,1957,nezaměstnaný,Vyšší Brod,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,480,1.47,*,6
76,Václav,Ebert,,No title,Male,1974,živnostník,Tábor,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,904,2.78,*,4
77,Hana,Filipová,,No title,Female,1960,administrativní prac.,Bechyně,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,270,0.83,-,1
78,Eduard,Frýba,Ing.,Master,Male,1952,strojní technik,Týn nad Vltavou,Jihočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,152,0.46,-,35
79,Josef,Ginzel,,No title,Male,1968,elektromechanik,Loučovice,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,161,0.49,-,11
80,Olga,Hrbková,Ing.,Master,Female,1956,agronomka,Strmilov,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,243,0.74,-,32
81,Miroslava,Hrdličková,Ing.,Master,Female,1956,ekologický poradce,Kestřany,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,225,0.69,-,5
82,Jan,Hrdý,,No title,Male,1945,předseda předst. ZD,České Budějovice,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,145,0.44,-,39
83,Zdena,Hrůzová,,No title,Female,1949,pedagog. pracovnice,Prachatice,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,155,0.47,-,44
84,Jan,Chmel,Ing.,Master,Male,1957,zemědělský mechanizátor,Lišov,Jihočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,219,0.67,-,9
85,Josef,Jakl,,No title,Male,1942,podnikatel,Heřmaň,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,43,0.13,-,17
86,Petr,Janáček,,No title,Male,1974,logistik,Volary,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,139,0.42,-,20
87,Miroslav,Jaroš,Mgr.,Master,Male,1941,učitel SŠ,Týn nad Vltavou,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,355,1.09,-,3
88,Taťána,Jirousová,MUDr.,Doctor,Female,1954,lékařka,Soběslav,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1178,3.62,-,25
89,Josef,Kaloš,,No title,Male,1947,místostarosta,Kaplice,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,372,1.14,-,2
90,Vladimír,Klouda,Ing.,Master,Male,1951,lesník,Prachatice,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,422,1.29,-,16
91,František,Korda,Ing.,Master,Male,1951,podnikatel,Třeboň,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,75,0.23,-,50
92,Jiří,Kotalík,RSDr.,Doctor,Male,1953,jednatel firmy,Milevsko,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,159,0.48,-,48
93,Jana,Kozáková,,No title,Female,1954,vedoucí prodejny,Písek,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,236,0.72,-,15
94,Václav,Kučera,,No title,Male,1953,starosta,Horní Stropnice,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,664,2.04,*,8
95,Anna,Kučerová,,No title,Female,1952,dělnice,České Budějovice,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,99,0.3,-,49
96,František,Leštianský,,No title,Male,1950,vedoucí provozovny,Nové Hrady,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,160,0.49,-,12
97,Pavel,Massař,,No title,Male,1983,dělník,Český Krumlov,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,244,0.75,-,21
98,Jan,Michalec,,No title,Male,1945,starosta,Bavorov,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,137,0.42,-,38
99,Stanislav,Míka,,No title,Male,1982,dispečer,Jindřichův Hradec,Jihočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,286,0.88,-,13
100,Eva,Mondeková,,No title,Female,1959,archivářka,České Budějovice,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,119,0.36,-,30
101,Jana,Nekovářová,,No title,Female,1952,účetní,Sezimovo Ústí,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,130,0.4,-,19
102,Alena,Nohavová,,No title,Female,1960,učitelka MŠ,Třeboň,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,561,1.72,*,10
103,Růžena,Novotná,,No title,Female,1951,dispečerka,Tábor,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,59,0.18,-,47
104,Josef,Pavliš,,No title,Male,1952,ekologický pracovník,České Budějovice,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,74,0.22,-,43
105,Jan,Pehe,,No title,Male,1944,podnikatel,Soběslav,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,155,0.47,-,29
106,Lukáš,Perk,,No title,Male,1983,technik,Český Krumlov,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,133,0.4,-,41
107,Jarmila,Píchová,PhDr.,Doctor,Female,1958,admin. pracovnice,Tábor,Jihočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,109,0.33,-,33
108,Jaroslav,Pluner,,No title,Male,1950,technik,Bechyně,Jihočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,37,0.11,-,45
109,Lucie,Počtová,,No title,Female,1986,studentka,České Budějovice,Jihočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,511,1.57,*,5
110,Stanislav,Prokeš,,No title,Male,1952,učitel ZŠ,Slavonice,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,126,0.38,-,36
111,Jana,Punčochářová,,No title,Female,1990,studentka,Sezimovo Ústí,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,507,1.56,-,8
112,Václav,Rejnart,Ing.,Master,Male,1956,jednatel,Týn nad Vltavou,Jihočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,136,0.41,-,26
113,Josef,Rod,,No title,Male,1946,starosta,Studená,Jihočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,186,0.57,-,28
114,Hana,Rodinová,Ing.,Master,Female,1981,studentka,Osek,Jihočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,435,1.33,-,4
115,Stanislav,Sedláček,,No title,Male,1947,starosta,Sepekov,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,607,1.86,*,7
116,Josef,Slanec,,No title,Male,1954,prodavač,Písek,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,183,0.56,-,24
117,Václav,Smeták,,No title,Male,1944,politický prac.,Blatná,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,134,0.41,-,27
118,Vladimír,Šareš,,No title,Male,1949,starosta,Dobev,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,100,0.3,-,40
119,Pavla,Šlahúnková,,No title,Female,1988,studentka,Trhové Sviny,Jihočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,133,0.4,-,22
120,Pavel,Štětina,,No title,Male,1952,lesník,Nová Pec,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,398,1.22,-,6
121,František,Troup,,No title,Male,1953,mechanik,Trhové Sviny,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,45,0.13,-,46
122,Jiří,Tříska,Mgr.,Master,Male,1964,právník,Jindřichův Hradec,Jihočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,163,0.5,-,42
123,Ivana,Urbanová,,No title,Female,1969,admin. pracovnice,Písek,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,163,0.5,-,34
124,Ladislav,Velich,,No title,Male,1948,politický prac.,Prachatice,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,299,0.92,*,9
125,Miroslav,Vlk,Ing.,Master,Male,1952,technik,Albrechtice nad Vltavou,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,205,0.63,-,10
126,Mojmír,Vrzal,,No title,Male,1955,místostarosta,Malonty,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,146,0.44,-,31
127,Blanka,Vykusová,Ing. CSc.,Doctor,Female,1958,vedoucí pracovník,Vodňany,Jihočeský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,104,0.32,-,23
128,Tomeš,Vytiska,JUDr.,Doctor,Male,1955,advokát,Jindřichův Hradec,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1367,4.2,*,3
129,Jaroslava,Zámečníková,,No title,Female,1955,ekonomka,Třebětice,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,168,0.51,-,7
130,Imrich,Žec,,No title,Male,1952,elektrikář,České Velenice,Jihočeský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,135,0.41,-,18
131,Hana,Benediktová,,No title,Female,1965,vrchní sestra,Přeštice,Plzeňský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,1037,3.3,*,3
132,Jana,Biharyová,,No title,Female,1955,podnikatelka,Nýřany,Plzeňský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,86,0.27,-,18
133,František,Borský,,No title,Male,1946,starosta obce,Třemešné,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,133,0.42,-,35
134,Marie,Čadková,,No title,Female,1951,starostka obce,Tisová,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,320,1.02,-,23
135,Ivanka,Divišová,,No title,Female,1948,OSVČ,Plzeň,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,61,0.19,-,34
136,Luboš,Fiala,RSDr.,Doctor,Male,1954,živnostník,Šťáhlavy,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,75,0.23,-,37
137,Jitka,Hejlová,,No title,Female,1963,mzdová účetní,Hrádek,Plzeňský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,172,0.54,-,11
138,František,Hlásek,,No title,Male,1959,podnikatel,Plzeň,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,98,0.31,-,15
139,Zdeňka,Hornofová,RSDr.,Doctor,Female,1947,asistentka poslankyně PČR,Plzeň,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,557,1.77,*,8
140,Ivana,Hrubá,Mgr.,Master,Female,1958,učitelka ZŠ,Blovice,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,543,1.73,-,10
141,František,Hrubeš,RSDr. Mgr.,Master,Male,1952,referent,Plzeň,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,283,0.9,*,9
142,Zdeněk,Hubka,Ing.,Master,Male,1964,vedoucí výroby,Kralovice,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,375,1.19,-,1
143,Emil,Janča,,No title,Male,1947,vedoucí provozu,Kladruby,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,506,1.61,-,9
144,Miroslav,Javorský,,No title,Male,1952,truhlář - OSVČ,Otov,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,210,0.66,-,26
145,Tomáš,Kerpčár,,No title,Male,1953,podnikatel,Bělá nad Radbuzou,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,119,0.37,-,20
146,Iveta,Kindlmanová,,No title,Female,1980,prodavačka,Dešenice,Plzeňský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,227,0.72,-,12
147,Vladimír,Kopal,,No title,Male,1964,učitel SŠ,Blovice,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,241,0.76,-,14
148,Jiří,Koutník,,No title,Male,1955,technik,Kout na Šumavě,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,353,1.12,-,8
149,František,Kralovec,,No title,Male,1951,starosta obce,Pňovany,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,137,0.43,-,33
150,Blahoslav,Kupec,,No title,Male,1958,vedoucí provozu,Stříbro,Plzeňský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,102,0.32,-,38
151,František,Lifka,,No title,Male,1950,elektromechanik,Plzeň,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,117,0.37,-,28
152,Zdeňka,Lišková,JUDr.,Doctor,Female,1954,advokátka,Rokycany,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1115,3.55,*,7
153,Karel,Malý,,No title,Male,1957,starosta obce,Dnešice,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,192,0.61,-,31
154,Hana,Merhoutová,,No title,Female,1957,dělnice,Líně,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,190,0.6,-,13
155,Jan,Mudra,,No title,Male,1945,hutník,Hrádek,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,268,0.85,-,36
156,Petr,Mudroch,Ing.,Master,Male,1964,technik,Rokycany,Plzeňský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,152,0.48,-,24
157,Alexandra,Nágrová,,No title,Female,1953,starostka obce,Hvozd,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,1049,3.34,*,4
158,Šárka,Niklová,Mgr.,Master,Female,1966,učitelka ISŠ,Bezděkov,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,444,1.41,-,5
159,František,Podlipský,JUDr.,Doctor,Male,1950,právník ČOI,Bor,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,2415,7.69,*,2
160,Martina,Pospíšilová,,No title,Female,1963,průvodčí osobních vlaků,Domažlice,Plzeňský kraj,KSČM,BEZPP,Komunistická strana Čech a Moravy,239,0.76,-,16
161,Jitka,Pyrgalová,,No title,Female,1951,účetní,Plzeň,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,67,0.21,-,22
162,Jan,Rejfek,RSDr.,Doctor,Male,1953,starosta městyse,Dešenice,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,162,0.51,-,27
163,Václav,Smihrodský,Ing.,Master,Male,1950,finanční poradce,Tachov,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,361,1.15,-,25
164,Petr,Šaufl,,No title,Male,1964,sociální pracovník,Rokycany,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,248,0.79,-,21
165,Josef,Šefl,,No title,Male,1957,vedoucí provozu,Dobřany,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,127,0.4,-,30
166,Karel,Šidlo,Ing.,Master,Male,1958,poslanec PS PČR,Bezděkov,Plzeňský kraj,KSČM,KSČM,Komunistická strana Čech a Moravy,2056,6.55,*,1
