row_id,first_name,last_name,titles,highest_titles,gender,approx_birth_year,occupation,residence,region,nominate_party,member_party,party,abs_votes,pct_votes,rank,mandate
7296,Věra,Kocianová,,No title,Female,1964,vrchní sestra,Mikulovice,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,870,1.12,-,2
7297,Radek,Koněvalík,Ing.,Master,Male,1971,"ved.střediska,místostarosta",Bedihošť,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,182,0.23,-,8
7298,Josef,Kopečný,Ing.,Master,Male,1955,asistent senátorky,Čechy pod Kosířem,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,716,0.92,*,14
7299,Šárka,Krákorová Pajůrková,Mgr.,Master,Female,1975,náměstkyně primátora,Přerov,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1038,1.33,*,18
7300,Jiří,Kropáč,Ing.,Master,Male,1955,manažer,Olomouc,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,53,0.06,-,23
7301,Vlasta,Krosesková,PhDr.,Doctor,Female,1966,vedoucí azylového domu,Horka nad Moravou,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,158,0.2,-,26
7302,Yvona,Kubjátová,Mgr.,Master,Female,1969,sociální pracovník,Olomouc,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1078,1.38,*,8
7303,Helena,Kulinová,Mgr.,Master,Female,1952,lékárnice,Mohelnice,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,154,0.19,-,25
7304,Hana,Labská,,No title,Female,1955,tisková mluvčí,Olomouc,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,199,0.25,-,32
7305,Alois,Mačák,Mgr.,Master,Male,1964,místostarosta,Prostějov,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,3619,4.66,*,2
7306,Eva,Marečková,PhDr.,Doctor,Female,1944,středoškolská učitelka,Zábřeh,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,299,0.38,-,11
7307,Pavel,Martínek,Ing.,Master,Male,1965,starosta,Loučná nad Desnou,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1106,1.42,*,9
7308,František,Mezihorák,Prof.PhDr CSc. Dr.h c.,Professor,Male,1937,universitní profesor,Olomouc,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1496,1.92,*,16
7309,Vladimír,Mikulec,Ing.,Master,Male,1951,starosta,Rapotín,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,670,0.86,*,23
7310,Ivan,Milota,MUDr.,Doctor,Male,1952,lékař,Jeseník,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,954,1.23,-,19
7311,Petr,Mimra,Ing.,Master,Male,1958,lesní inženýr,Javorník,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,713,0.91,*,21
7312,Zdeněk,Muroň,Ing.,Master,Male,1955,ekonom,Šumperk,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1178,1.51,*,20
7313,Pavel,Němec,Mgr.Ing,Master,Male,1976,"advokát,místostarosta",Mohelnice,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,412,0.53,-,16
7314,Eva,Pavličíková,Mgr.,Master,Female,1961,starostka,Vidnava,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1463,1.88,*,6
7315,Miroslav,Petřík,Bc.,Bachelor,Male,1970,manažer,Olomouc,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,576,0.74,*,11
7316,Iva,Pluhařová,,No title,Female,1966,místostarostka,Brodek u Prostějova,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,291,0.37,-,17
7317,Jiří,Pospíšil,Ing.,Master,Male,1956,ekonomický ředitel,Prostějov,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,268,0.34,-,21
7318,Alena,Rašková,RNDr.,Doctor,Female,1950,středoškolská učitelka,Prostějov,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,795,1.02,-,3
7319,Radovan,Rašťák,Mgr.,Master,Male,1958,učitel,Přerov,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,2057,2.65,*,4
7320,Božena,Sekaninová,,No title,Female,1957,senátorka PČR,Prostějov,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,2116,2.72,-,12
7321,Antonín,Staněk,Mgr. Ph.D.,Doctor,Male,1966,vysokoškolský pedagog,Olomouc,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,138,0.17,-,30
7322,Oldřich,Svozil,PhDr.,Doctor,Male,1944,historik,Šumperk,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,675,0.87,-,1
7323,Svatopluk,Ščudlík,Mgr.,Master,Male,1952,právník-1.náměstek primátora,Olomouc,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,765,0.98,*,22
7324,Miloslav,Šmída,Bc.,Bachelor,Male,1972,starosta obce,Bukovany,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,145,0.18,-,18
7325,Pavel,Šoltys,,No title,Male,1965,místostarosta,Lipník nad Bečvou,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,668,0.86,*,12
7326,Petr,Šrůtek,,No title,Male,1953,přednosta železniční stanice,Litovel,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,492,0.63,-,5
7327,Martin,Tesařík,Ing.,Master,Male,1954,poslanec PS PČR,Olomouc,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,8082,10.42,*,1
7328,Hana,Tesařová,,No title,Female,1959,náměstkyně primátora,Olomouc,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,651,0.83,*,27
7329,Josef,Urban,Mgr.,Master,Male,1982,historik,Konice,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,184,0.23,-,33
7330,Jindřich,Valouch,,No title,Male,1948,poslanec PS PČR,Přerov,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,876,1.12,-,7
7331,Roman,Váňa,Ing.,Master,Male,1967,technik,Olomouc,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,251,0.32,-,9
7332,Petr,Vejbor,Mgr.,Master,Male,1981,politolog,Olomouc,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,236,0.3,-,20
7333,Jaroslav,Vomáčka,Doc.MUDr Ph.D.,Associate Professor (docent),Male,1956,lékař-vysokoškolský pedagog,Olomouc,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1959,2.52,*,13
7334,Hedvika,Weberová,DiS.,No title,Female,1959,pedagog,Litovel,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,249,0.32,-,10
7335,František,Winkler,,No title,Male,1945,podnikatel,Pavlov,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,64,0.08,-,6
7336,Jiří,Zemánek,Mgr.,Master,Male,1965,místostarosta,Šternberk,Olomoucký kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,848,1.09,*,5
7337,Petr,Bezruč,MUDr.,Doctor,Male,1966,oční lékař,Uherské Hradiště,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1398,2.04,-,11
7338,Josef,Blinka,,No title,Male,1954,místostarosta obce,Horní Bečva,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,435,0.63,-,22
7339,Jiří,Bršlica,Ing.,Master,Male,1953,starosta města,Nivnice,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,749,1.09,*,13
7340,Ivo,Dorňák,,No title,Male,1968,vedoucí vychovatel,Valašské Klobouky,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,195,0.28,-,29
7341,Hana,Doupovcová,Ing.,Master,Female,1959,chemik technolog,Uherské Hradiště,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,2939,4.29,*,3
7342,Jaroslav,Drozd,Ing.,Master,Male,1951,ředitel podniku,Bystřice pod Hostýnem,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1725,2.52,*,2
7343,Jiří,Haas,Mgr.,Master,Male,1946,ředitel muzea,Vsetín,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,788,1.15,-,2
7344,Jaroslav,Chmelař,Bc.,Bachelor,Male,1957,vrchní mistr,Holešov,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,396,0.57,-,7
7345,Miroslav,Chumchal,,No title,Male,1958,učitel,Vidče,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,935,1.36,*,5
7346,Karel,Jankovič,Mgr.,Master,Male,1953,ředitel zlínského ČSTV,Zlín,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,582,0.85,-,3
7347,Ivan,Juřica,Ing.,Master,Male,1957,místostarosta obce,Seninka,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,165,0.24,-,19
7348,Petr,Kochwasser,,No title,Male,1952,místostarosta obce,Jablůnka,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,538,0.78,*,14
7349,Petr,Kořenek,Mgr.,Master,Male,1966,ředitel školy,Vsetín,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,912,1.33,-,6
7350,Milena,Kovaříková,,No title,Female,1958,ekonomka,Brumov-Bylnice,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,970,1.41,*,10
7351,Romana,Kozáková,Mgr.,Master,Female,1967,starostka obce,Zlobice,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,479,0.69,*,18
7352,Jiří,Králíček,Ing.,Master,Male,1947,technik,Zlín,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,256,0.37,-,8
7353,Ladislav,Kryštof,Ing.,Master,Male,1958,starosta města,Uherský Brod,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1692,2.47,*,16
7354,Leona,Křížová,,No title,Female,1964,keramička,Slavičín,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,369,0.53,-,15
7355,Martin,Kutálek,Mgr.,Master,Male,1974,dispečer,Kněžpole,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,58,0.08,-,28
7356,Dagmar,Lacinová,Mgr.,Master,Female,1965,místostarostka města,Valašské Meziříčí,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1831,2.67,*,11
7357,Roman,Lebloch,Mgr.,Master,Male,1960,místostarosta města,Luhačovice,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,557,0.81,*,17
7358,Miroslav,Máčel,Ing.,Master,Male,1949,starosta města,Koryčany,Zlínský kraj,ČSSD,BEZPP,Česká strana sociálně demokratická,195,0.28,-,13
7359,Miloš,Malý,Mgr.,Master,Male,1954,starosta města,Kroměříž,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1663,2.42,*,15
7360,Stanislav,Mišák,MVDr.,Doctor,Male,1953,náměstek hejtmana,Otrokovice,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,12718,18.57,*,1
7361,Petr,Navrátil,PaedDr.,Doctor,Male,1955,ředitel školy,Slavičín,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,908,1.32,*,7
7362,Taťána,Nersesjan,Mgr.,Master,Female,1967,"učitelka, asistentka poslance",Vsetín,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1023,1.49,*,8
7363,Pavel,Nesvadba,,No title,Male,1949,předseda odborů ČSAD,Vsetín,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,689,1,-,12
7364,Věra,Nováková,Ing.,Master,Female,1959,ekolog,Kroměříž,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,557,0.81,-,23
7365,Zdeněk,Ondruch,Ing. CSc.,Doctor,Male,1946,zemědělský inženýr,Hulín,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,292,0.42,-,16
7366,Antonín,Pařízek,,No title,Male,1947,technik požární ochrany,Bystřice pod Hostýnem,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,218,0.31,-,10
7367,Vladimír,Pavelka,,No title,Male,1968,odborně technický poradce,Uherské Hradiště,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,247,0.36,-,20
7368,Pavel,Petrů,Ing.,Master,Male,1958,podnikatel,Poteč,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,134,0.19,-,31
7369,Boris,Popesko,Ing. Ph.D.,Doctor,Male,1978,vysokoškolský pedagog,Zlín,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,449,0.65,-,18
7370,Jiří,Přecechtěl,,No title,Male,1971,technik,Bělov,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,248,0.36,-,21
7371,Hana,Příleská,Ing.,Master,Female,1964,radní Zlínského kraje,Uherský Ostroh,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,931,1.36,*,6
7372,Vladimír,Řihák,MUDr.,Doctor,Male,1965,primář KNTB,Zlín,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,3736,5.45,*,4
7373,Daniel,Sedlecký,Ing.,Master,Male,1961,učitel informatiky,Strání,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,184,0.26,-,14
7374,Olga,Sehnalová,MUDr. MBA,Master,Female,1969,"místostarostka města, lékařka",Kroměříž,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,2256,3.29,*,9
7375,Jan,Slanina,Ing.,Master,Male,1946,architekt,Kroměříž,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,300,0.43,-,27
7376,Zdeněk,Stančík,Mgr. Ing.,Master,Male,1979,ředitel,Skaštice,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,308,0.44,-,25
7377,Miroslava,Strnadlová,,No title,Female,1955,podnikatelka,Zlín,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,281,0.41,-,5
7378,Stanislava,Špruncová,,No title,Female,1966,starostka městyse,Nový Hrozenkov,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,391,0.57,-,9
7379,Jan,Uherka,Mgr.,Master,Male,1943,pedagog,Uherský Brod,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,653,0.95,-,1
7380,Ludvík,Urban,Ing.,Master,Male,1969,ředitel krajského centra ČD,Holešov,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,666,0.97,*,12
7381,Michal,Vacula,,No title,Male,1984,student,Uherské Hradiště,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,171,0.24,-,30
7382,Bronislav,Vajdík,Mgr.,Master,Male,1964,speciální poradce Úřadu práce,Uherské Hradiště,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,562,0.82,-,4
7383,Jarmila,Válková,Ing.,Master,Female,1964,technik,Uherský Brod,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,251,0.36,-,26
7384,Jarmila,Zetíková,Mgr.,Master,Female,1982,překladatelka,Strání,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,347,0.5,-,17
7385,Jan,Zlínský,JUDr.,Doctor,Male,1949,právník,Zlín,Zlínský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,632,0.92,-,24
7386,Jiří,Absolon,Bc.,Bachelor,Male,1959,starosta,Rychvald,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1052,0.64,*,27
7387,Michal,Bayer,Mgr.,Master,Male,1978,redaktor,Ostrava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,719,0.44,-,12
7388,Jindřich,Berka,Mgr.,Master,Male,1954,inspektor SZPI,Opava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1063,0.65,*,28
7389,Zdeněk,Besta,Ing.,Master,Male,1948,starosta,Zbyslavice,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,611,0.37,*,14
7390,Petr,Cvik,Mgr.,Master,Male,1972,náměstek primátora,Frýdek-Místek,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,2536,1.56,*,15
7391,Petr,Faldík,Ing.,Master,Male,1963,technik,Bílovec,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,236,0.14,-,26
7392,Jana,Gavlasová,MUDr.,Doctor,Female,1951,lékařka,Dolní Lutyně,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1107,0.68,-,7
7393,Petr,Gawlas,,No title,Male,1962,projektový manažer,Jablunkov,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1448,0.89,*,25
7394,Břetislav,Gelnar,Ing.,Master,Male,1949,pedagog,Nový Jičín,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,862,0.53,-,21
7395,Robert,Gola,Ing.,Master,Male,1974,ekonom,Pržno,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,172,0.1,-,30
7396,Dalibor,Gříšek,,No title,Male,1962,stavitel,Ostrava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,339,0.2,*,26
7397,Tomáš,Hanzel,,No title,Male,1976,primátor,Karviná,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,6349,3.9,*,3
7398,Daniel,Havlík,Mgr.,Master,Male,1971,starosta,Ludgeřovice,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1206,0.74,*,19
7399,Michal,Hladík,MUDr. Ph.D.,Doctor,Male,1953,primář,Klimkovice,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,2432,1.49,*,23
7400,Anna,Homporová,,No title,Female,1983,asistentka,Frýdek-Místek,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,445,0.27,-,36
7401,Dagmar,Horváthová,Mgr.,Master,Female,1952,učitelka,Orlová,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1107,0.68,*,24
7402,Jarmila,Chlopková,Mgr.,Master,Female,1956,ředitelka MŠ,Ostrava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,529,0.32,-,17
7403,František,Chobot,,No title,Male,1939,primátor,Havířov,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1291,0.79,-,29
7404,Olga,Iliadisová,Mgr.,Master,Female,1957,úřednice,Město Albrechtice,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,203,0.12,-,33
7405,Petr,Jalowiczor,,No title,Male,1974,starosta,Bukovec,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,2583,1.59,*,10
7406,Vladimír,Jedlička,,No title,Male,1956,podnikatel,Bruntál,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,581,0.35,*,30
7407,Barbora,Jelonková,MVDr.,Doctor,Female,1972,veterinářka,Ostrava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1168,0.71,*,31
7408,Zdeněk,Jirásek,prof. PhDr. CSc.,Professor,Male,1957,děkan,Opava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,6660,4.1,*,6
7409,Zdeňka,Jordánová,,No title,Female,1952,starostka,Hrabyně,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1251,0.77,*,13
7410,Lubomír,Kajan,Ing.,Master,Male,1959,projektant,Orlová,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,250,0.15,-,35
7411,Petr,Kajnar,Ing.,Master,Male,1956,primátor,Ostrava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,13057,8.03,*,2
7412,Jaroslav,Kala,Ing.,Master,Male,1958,místostarosta,Rýmařov,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1495,0.92,*,16
7413,Jakub,Kawulok,,No title,Male,1982,student,Hrádek,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,750,0.46,-,14
7414,Ilona,Klusová,Ing.,Master,Female,1959,středoškolská učitelka,Návsí,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,635,0.39,-,24
7415,Pavel,Kopeček,,No title,Male,1973,podnikatel,Dolní Moravice,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,202,0.12,-,27
7416,Alena,Krušinová,Mgr.,Master,Female,1959,místostarostka,Krnov,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1502,0.92,*,21
7417,Helena,Kudelová,Ing.,Master,Female,1954,starostka,Vrbno pod Pradědem,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,718,0.44,-,11
7418,Lubomír,Kuznik,,No title,Male,1956,ředitel RKSC,Karviná,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,519,0.31,-,38
7419,Marian,Lebiedzik,doc. Ing. Ph.D.,Associate Professor (docent),Male,1975,vysokoškolský učitel,Petrovice u Karviné,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1908,1.17,*,17
7420,Lydie,Lindáková,Mgr.,Master,Female,1947,učitelka,Karviná,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,694,0.42,-,13
7421,Bohuslav,Majer,Ing.,Master,Male,1955,místostarosta,Příbor,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,625,0.38,-,16
7422,Jitka,Měchová,,No title,Female,1945,starostka,Opava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,739,0.45,-,20
7423,Pavel,Mičkal,Ing.,Master,Male,1956,technik,Studénka,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,422,0.25,-,10
7424,Pavla,Mrázková,Ing.,Master,Female,1964,asistentka poslance,Píšť,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,291,0.17,-,15
7425,Hana,Nováčková,PaedDr.,Doctor,Female,1952,podnikatelka,Ostrava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,477,0.29,*,20
7426,Miroslav,Novák,,No title,Male,1972,starosta,Ostrava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1087,0.66,*,18
7427,Svatopluk,Novák,PaedDr.,Doctor,Male,1963,ředitel ZŠ a MŠ,Havířov,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,870,0.53,-,23
7428,Pavlína,Nytrová,Ing.,Master,Female,1968,ekonomka,Frýdek-Místek,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1483,0.91,-,8
7429,Marek,Pabjan,Mgr.,Master,Male,1977,ředitel ZŠ,Ostrava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,482,0.29,-,6
7430,Jaroslav,Palas,Ing.,Master,Male,1952,předseda ČMMJ,Krnov,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,15410,9.48,*,1
7431,Věra,Palková,Mgr.,Master,Female,1949,místostarostka,Bohumín,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,3357,2.06,*,8
7432,Marek,Pavlica,Bc.,Bachelor,Male,1985,student,Hlučín,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,388,0.23,-,25
7433,Eva,Petrašková,,No title,Female,1961,invalidní důchodkyně,Ostrava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,540,0.33,-,37
7434,František,Pitucha,,No title,Male,1952,technik,Horní Bludovice,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,465,0.28,-,19
7435,Vladimír,Plaček,MUDr. Mgr.,Master,Male,1965,ředitel ÚSP,Pustá Polom,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,923,0.56,-,3
7436,Michal,Pobucký,Bc. DiS.,Bachelor,Male,1982,náměstek primátora,Frýdek-Místek,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1145,0.7,-,2
7437,Miroslav,Polak,,No title,Male,1958,manažer,Havířov,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1413,0.87,*,12
7438,Libuše,Přikrylová,Mgr.,Master,Female,1961,ředitelka ZŠ,Ostrava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,220,0.13,-,28
7439,Ingrid,Rýznarová,MUDr.,Doctor,Female,1965,primářka,Slavkov,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,422,0.25,-,31
7440,Karel,Sibinský,Bc.,Bachelor,Male,1950,starosta,Ostrava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1469,0.9,*,11
7441,Jarmila,Skálová,,No title,Female,1954,místostarostka,Petřvald,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,594,0.36,-,1
7442,Lumír,Slovák,Ing.,Master,Male,1945,ekonom,Ostrava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,111,0.06,-,34
7443,Ladislav,Stehlík,Ing.,Master,Male,1978,konstruktér,Kopřivnice,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,485,0.29,-,32
7444,Jan,Stoklasa,Ing.,Master,Male,1972,podnikatel,Ostrava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,413,0.25,*,22
7445,Jarmila,Světlíková,,No title,Female,1960,podnikatelka,Havířov,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,786,0.48,-,18
7446,Jaroslav,Štekbauer,,No title,Male,1949,místostarosta,Fulnek,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,492,0.3,*,29
7447,Iva,Tichá,Mgr.,Master,Female,1978,sociální geografka,Ostrava,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,2136,1.31,*,9
7448,Jan,Urban,,No title,Male,1951,tajemník ČSTV,Bruntál,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,512,0.31,-,5
7449,Dana,Váhalová,Bc.,Bachelor,Female,1966,podnikatelka,Starý Jičín,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,2160,1.32,*,5
7450,Zdeněk,Vajda,,No title,Male,1971,starosta,Závišice,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,685,0.42,-,4
7451,Nikola,Velebná,Bc. DiS.,Bachelor,Female,1978,manažer MÚ,Dolní Moravice,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,341,0.2,-,22
7452,Ladislav,Velebný,,No title,Male,1957,starosta,Dolní Moravice,Moravskoslezský kraj,ČSSD,ČSSD,Česká strana sociálně demokratická,1587,0.97,*,7
